Частота,Канал A,Канал B
(kГц),(В),(В)

110.67390442,0.00382619,0.00027582
110.72158813,0.00449062,0.00043815
110.76927185,0.00218544,0.00026408
110.81695557,0.00432686,0.00016171
110.86463928,0.01033815,0.00027534
110.91232300,0.00916746,0.00027085
110.96000671,0.00292360,0.00032930
111.00769043,0.00040212,0.00032602
111.05537415,0.00029086,0.00016402
111.10305786,0.00034388,0.00020691
111.15074158,0.00029579,0.00020807
111.19842529,0.00010518,0.00029487
111.24610901,0.00012732,0.00037667
111.29379272,0.00022001,0.00040069
111.34147644,0.00022380,0.00012931
111.38916016,0.00019042,0.00030763
111.43684387,0.00009266,0.00046985
111.48452759,0.00011415,0.00029015
111.53221130,0.00009489,0.00005155
111.57989502,0.00021500,0.00005869
111.62757874,0.00077753,0.00018060
111.67526245,0.00273555,0.00031964
111.72294617,0.00272445,0.00032355
111.77062988,0.00107929,0.00030149
111.81831360,0.00101112,0.00040115
111.86599731,0.00131662,0.00028102
111.91368103,0.00087548,0.00013964
111.96136475,0.00020037,0.00025689
112.00904846,0.00005676,0.00027804
112.05673218,0.00015849,0.00007525
112.10441589,0.00043683,0.00009285
112.15209961,0.00074792,0.00019352
112.19978333,0.00080087,0.00024877
112.24746704,0.00059640,0.00021481
112.29515076,0.00044346,0.00002865
112.34283447,0.00025344,0.00025791
112.39051819,0.00027623,0.00027835
112.43820190,0.00061067,0.00017821
112.48588562,0.00097450,0.00003870
112.53356934,0.00113014,0.00031605
112.58125305,0.01068185,0.00078118
112.62893677,0.10671490,0.00198621
112.67662048,0.24097320,0.00352093
112.72430420,0.19585980,0.00264636
112.77198792,0.05200866,0.00081727
112.81967163,0.00109126,0.00040982
112.86735535,0.00025215,0.00035325
112.91503906,0.00064296,0.00013412
112.96272278,0.00036466,0.00039369
113.01040649,0.00023227,0.00050437
113.05809021,0.00007609,0.00036788
113.10577393,0.00006162,0.00007912
113.15345764,0.00015861,0.00019396
113.20114136,0.00027613,0.00031447
113.24882507,0.00011753,0.00029162
113.29650879,0.00018505,0.00013592
113.34419250,0.00007941,0.00011319
113.39187622,0.00008564,0.00027375
113.43955994,0.00267132,0.00023357
113.48724365,0.00715901,0.00010437
113.53492737,0.00650515,0.00012887
113.58261108,0.00202142,0.00026369
113.63029480,0.00342333,0.00019412
113.67797852,0.00624112,0.00005724
113.72566223,0.00410177,0.00011763
113.77334595,0.00072463,0.00011734
113.82102966,0.00012315,0.00023231
113.86871338,0.00031408,0.00016073
113.91639709,0.00023881,0.00013903
113.96408081,0.00008659,0.00023539
114.01176453,0.00013779,0.00028446
114.05944824,0.00013922,0.00019398
114.10713196,0.00028465,0.00012226
114.15481567,0.00024500,0.00005912
114.20249939,0.00009112,0.00034690
114.25018311,0.00023641,0.00047375
114.29786682,0.00033103,0.00050210
114.34555054,0.00024268,0.00044570
114.39323425,0.00022266,0.00047193
114.44091797,0.00274204,0.00025824
114.48860168,0.00601815,0.00004915
114.53628540,0.00452573,0.00007959
114.58396912,0.00119371,0.00026701
114.63165283,0.00224022,0.00033766
114.67933655,0.00359011,0.00012599
114.72702026,0.00191035,0.00039105
114.77470398,0.00006935,0.00032375
114.82238770,0.00036580,0.00024852
114.87007141,0.00017926,0.00028526
114.91775513,0.00004342,0.00019799
114.96543884,0.00008233,0.00024409
115.01312256,0.00025133,0.00012402
115.06080627,0.00029340,0.00010503
115.10848999,0.00024423,0.00033288
115.15617371,0.00018062,0.00053501
115.20385742,0.00016744,0.00034336
115.25154114,0.00028611,0.00010319
115.29922485,0.00097274,0.00006669
115.34690857,0.00077239,0.00003077
115.39459229,0.00224760,0.00015418
115.44227600,0.01166553,0.00041217
115.48995972,0.01888775,0.00052444
115.53764343,0.01140052,0.00033640
115.58532715,0.00157545,0.00008720
115.63301086,0.00199459,0.00014103
115.68069458,0.00234982,0.00029686
115.72837830,0.00088186,0.00013690
115.77606201,0.00029666,0.00030006
115.82374573,0.00053267,0.00030777
115.87142944,0.00045520,0.00011273
115.91911316,0.00017539,0.00022343
115.96679688,0.00012164,0.00031398
116.01448059,0.00011261,0.00024542
116.06216431,0.00008074,0.00018889
116.10984802,0.00003867,0.00034432
116.15753174,0.00030188,0.00049275
116.20521545,0.00031310,0.00047014
116.25289917,0.00162764,0.00040269
116.30058289,0.00307744,0.00029544
116.34826660,0.00195470,0.00024071
116.39595032,0.00257024,0.00022769
116.44363403,0.00992317,0.00037798
116.49131775,0.01333969,0.00032127
116.53900146,0.00664511,0.00036927
116.58668518,0.00111311,0.00032183
116.63436890,0.00048018,0.00029479
116.68205261,0.00039368,0.00019993
116.72973633,0.00029093,0.00019877
116.77742004,0.00013956,0.00032614
116.82510376,0.00010312,0.00030389
116.87278748,0.00005543,0.00007783
116.92047119,0.00012316,0.00013865
116.96815491,0.00004017,0.00015417
117.01583862,0.00015589,0.00013053
117.06352234,0.00018079,0.00019454
117.11120605,0.00009181,0.00023297
117.15888977,0.00021223,0.00014811
117.20657349,0.00059733,0.00038296
117.25425720,0.00294797,0.00057229
117.30194092,0.00453460,0.00051711
117.34962463,0.00260248,0.00032550
117.39730835,0.00070676,0.00028697
117.44499207,0.00178778,0.00041296
117.49267578,0.00187760,0.00041829
117.54035950,0.00073508,0.00029588
117.58804321,0.00014134,0.00030939
117.63572693,0.00028759,0.00040265
117.68341064,0.00033389,0.00030698
117.73109436,0.00039927,0.00024957
117.77877808,0.00045945,0.00048381
117.82646179,0.00019320,0.00038239
117.87414551,0.00004758,0.00014240
117.92182922,0.00027060,0.00024058
117.96951294,0.00036564,0.00021715
118.01719666,0.00028794,0.00003473
118.06488037,0.00013483,0.00016011
118.11256409,0.00032933,0.00040909
118.16024780,0.00055315,0.00038498
118.20793152,0.01822607,0.00030132
118.25561523,0.06965905,0.00014086
118.30329895,0.08635253,0.00047905
118.35098267,0.03843655,0.00058290
118.39866638,0.00453849,0.00036541
118.44635010,0.00285991,0.00012936
118.49403381,0.00253705,0.00006435
118.54171753,0.00083315,0.00010790
118.58940125,0.00010348,0.00005411
118.63708496,0.00032131,0.00021966
118.68476868,0.00021702,0.00032868
118.73245239,0.00018275,0.00040245
118.78013611,0.00030380,0.00029544
118.82781982,0.00044540,0.00011306
118.87550354,0.00053877,0.00026723
118.92318726,0.00042529,0.00015431
118.97087097,0.00030525,0.00012236
119.01855469,0.00035679,0.00030883
119.06623840,0.00051723,0.00035744
119.11392212,0.00051673,0.00041141
119.16160583,0.00028889,0.00034600
119.20928955,0.00099670,0.00016955
119.25697327,0.00283863,0.00009640
119.30465698,0.00279125,0.00012029
119.35234070,0.00091784,0.00013869
119.40002441,0.00028553,0.00015989
119.44770813,0.00049337,0.00012080
119.49539185,0.00046206,0.00010385
119.54307556,0.00031498,0.00014330
119.59075928,0.00031594,0.00019004
119.63844299,0.00032063,0.00027428
119.68612671,0.00016558,0.00022566
119.73381042,0.00007156,0.00012559
119.78149414,0.00032142,0.00017866
119.82917786,0.00032717,0.00025478
119.87686157,0.00006833,0.00030042
119.92454529,0.00014499,0.00015786
119.97222900,0.00021731,0.00019719
120.01991272,0.00132572,0.00034777
120.06759644,0.00412077,0.00056985
120.11528015,0.00466688,0.00052563
120.16296387,0.00225607,0.00021220
120.21064758,0.00473589,0.00009660
120.25833130,0.01034656,0.00020167
120.30601501,0.00852208,0.00014550
120.35369873,0.00239839,0.00026293
120.40138245,0.00026255,0.00036789
120.44906616,0.00017333,0.00034563
120.49674988,0.00025901,0.00031787
120.54443359,0.00027522,0.00023112
120.59211731,0.00012131,0.00015915
120.63980103,0.00007057,0.00012471
120.68748474,0.00013692,0.00017207
120.73516846,0.00018854,0.00028324
120.78285217,0.00013688,0.00029392
120.83053589,0.00007034,0.00011322
120.87821960,0.00006132,0.00014106
120.92590332,0.00008307,0.00016008
120.97358704,0.00018163,0.00031334
121.02127075,0.00162734,0.00032902
121.06895447,0.00456760,0.00027754
121.11663818,0.00422017,0.00023405
121.16432190,0.00114698,0.00013361
121.21200562,0.00154233,0.00013667
121.25968933,0.00252308,0.00003569
121.30737305,0.00174720,0.00014345
121.35505676,0.00050743,0.00015992
121.40274048,0.00027405,0.00014929
121.45042419,0.00020845,0.00040972
121.49810791,0.00035438,0.00036802
121.54579163,0.00059672,0.00003910
121.59347534,0.00068516,0.00010245
121.64115906,0.00049439,0.00012400
121.68884277,0.00024593,0.00023514
121.73652649,0.00007534,0.00033282
121.78421021,0.00009389,0.00038651
121.83189392,0.00028620,0.00032125
121.87957764,0.00059940,0.00016097
121.92726135,0.00075024,0.00014838
121.97494507,0.01030220,0.00025232
122.02262878,0.09124357,0.00142464
122.07031250,0.19298520,0.00287885
122.11799622,0.14784840,0.00205270
122.16567993,0.03616704,0.00042448
122.21336365,0.00046311,0.00039197
122.26104736,0.00029405,0.00035362
122.30873108,0.00056559,0.00035418
122.35641479,0.00018614,0.00035040
122.40409851,0.00004643,0.00020191
122.45178223,0.00027891,0.00017361
122.49946594,0.00030681,0.00035748
122.54714966,0.00047960,0.00048546
122.59483337,0.00049462,0.00042760
122.64251709,0.00018946,0.00027010
122.69020081,0.00004705,0.00012575
122.73788452,0.00010277,0.00015457
122.78556824,0.00009641,0.00026187
122.83325195,0.00322401,0.00026649
122.88093567,0.00793605,0.00026934
122.92861938,0.00680231,0.00032436
122.97630310,0.00205787,0.00023336
123.02398682,0.00416162,0.00011051
123.07167053,0.00696160,0.00018828
123.11935425,0.00430828,0.00020144
123.16703796,0.00078328,0.00031957
123.21472168,0.00030069,0.00041846
123.26240540,0.00048897,0.00043300
123.31008911,0.00040266,0.00035861
123.35777283,0.00023383,0.00022157
123.40545654,0.00016609,0.00030507
123.45314026,0.00017058,0.00050922
123.50082397,0.00016075,0.00043171
123.54850769,0.00012147,0.00026245
123.59619141,0.00005909,0.00018223
123.64387512,0.00026604,0.00013446
123.69155884,0.00029745,0.00016855
123.73924255,0.00009864,0.00014085
123.78692627,0.00006143,0.00016893
123.83460999,0.00107737,0.00009847
123.88229370,0.00232549,0.00018412
123.92997742,0.00175715,0.00011955
123.97766113,0.00064403,0.00011719
124.02534485,0.00120088,0.00028548
124.07302856,0.00183559,0.00031756
124.12071228,0.00091581,0.00020545
124.16839600,0.00014180,0.00016912
124.21607971,0.00031278,0.00014247
124.26376343,0.00015490,0.00018831
124.31144714,0.00011937,0.00020309
124.35913086,0.00032445,0.00023207
124.40681458,0.00042788,0.00031275
124.45449829,0.00039514,0.00076699
124.50218201,0.00040265,0.00079570
124.54986572,0.00028767,0.00041089
124.59754944,0.00005666,0.00012386
124.64523315,0.00041602,0.00004136
124.69291687,0.00103812,0.00006674
124.74060059,0.00070147,0.00011520
124.78828430,0.00246219,0.00004731
124.83596802,0.01212965,0.00029479
124.88365173,0.01848455,0.00057404
124.93133545,0.01050357,0.00066457
124.97901917,0.00126932,0.00042369
125.02670288,0.00195699,0.00013984
125.07438660,0.00232721,0.00017299
125.12207031,0.00087708,0.00018336
125.16975403,0.00017949,0.00030727
125.21743774,0.00024915,0.00032659
125.26512146,0.00012257,0.00010505
125.31280518,0.00003690,0.00009133
125.36048889,0.00009941,0.00010661
125.40817261,0.00009933,0.00004384
125.45585632,0.00010472,0.00003274
125.50354004,0.00016598,0.00008825
125.55122375,0.00032547,0.00018259
125.59890747,0.00019698,0.00016451
125.64659119,0.00239771,0.00017106
125.69427490,0.00414158,0.00025490
125.74195862,0.00247930,0.00028366
125.78964233,0.00386356,0.00027196
125.83732605,0.01451548,0.00029084
125.88500977,0.01849210,0.00032793
125.93269348,0.00853377,0.00024808
125.98037720,0.00107915,0.00018434
126.02806091,0.00032532,0.00029367
126.07574463,0.00016020,0.00020763
126.12342834,0.00005476,0.00039858
126.17111206,0.00017874,0.00038639
126.21879578,0.00032463,0.00032663
126.26647949,0.00019323,0.00032928
126.31416321,0.00003663,0.00024792
126.36184692,0.00005630,0.00013331
126.40953064,0.00015277,0.00015021
126.45721436,0.00012385,0.00004725
126.50489807,0.00005345,0.00021319
126.55258179,0.00021587,0.00032100
126.60026550,0.00030925,0.00025739
126.64794922,0.00242362,0.00040372
126.69563293,0.00361741,0.00044584
126.74331665,0.00178420,0.00016138
126.79100037,0.00065323,0.00018753
126.83868408,0.00174229,0.00014077
126.88636780,0.00164952,0.00023961
126.93405151,0.00064077,0.00050269
126.98173523,0.00027510,0.00047309
127.02941895,0.00032267,0.00049750
127.07710266,0.00027111,0.00034964
127.12478638,0.00033223,0.00002817
127.17247009,0.00042385,0.00008843
127.22015381,0.00015607,0.00004052
127.26783752,0.00014113,0.00007154
127.31552124,0.00022457,0.00014596
127.36320496,0.00024704,0.00006948
127.41088867,0.00029798,0.00007705
127.45857239,0.00035413,0.00020338
127.50625610,0.00044753,0.00018535
127.55393982,0.00100086,0.00008022
127.60162354,0.02390415,0.00024407
127.64930725,0.08343484,0.00031979
127.69699097,0.09732728,0.00024699
127.74467468,0.04067188,0.00006433
127.79235840,0.00460518,0.00024307
127.84004211,0.00327129,0.00047072
127.88772583,0.00265389,0.00047170
127.93540955,0.00084705,0.00047381
127.98309326,0.00014628,0.00039176
128.03077698,0.00043591,0.00034146
128.07846069,0.00043838,0.00025636
128.12614441,0.00026730,0.00012579
128.17382813,0.00032980,0.00032038
128.22151184,0.00043054,0.00048221
128.26919556,0.00044017,0.00041150
128.31687927,0.00035896,0.00019576
128.36456299,0.00028655,0.00010365
128.41224670,0.00017212,0.00008492
128.45993042,0.00036051,0.00010062
128.50761414,0.00061301,0.00030752
128.55529785,0.00042141,0.00023102
128.60298157,0.00032105,0.00006715
128.65066528,0.00055927,0.00014562
128.69834900,0.00058881,0.00027571
128.74603271,0.00026088,0.00031657
128.79371643,0.00017152,0.00031237
128.84140015,0.00037644,0.00040831
128.88908386,0.00036753,0.00029086
128.93676758,0.00045851,0.00011422
128.98445129,0.00058129,0.00005732
129.03213501,0.00064715,0.00006810
129.07981873,0.00042855,0.00020108
129.12750244,0.00027803,0.00027720
129.17518616,0.00043292,0.00014754
129.22286987,0.00045869,0.00025452
129.27055359,0.00027728,0.00032857
129.31823730,0.00015840,0.00022536
129.36592102,0.00031783,0.00021732
129.41360474,0.00154410,0.00018261
129.46128845,0.00436505,0.00016499
129.50897217,0.00460470,0.00032569
129.55665588,0.00212779,0.00037041
129.60433960,0.00466336,0.00031048
129.65202332,0.00981989,0.00018365
129.69970703,0.00768729,0.00012160
129.74739075,0.00200005,0.00028638
129.79507446,0.00024540,0.00042479
129.84275818,0.00032181,0.00052048
129.89044189,0.00040384,0.00055734
129.93812561,0.00028009,0.00044425
129.98580933,0.00020648,0.00042203
130.03349304,0.00029593,0.00046456
130.08117676,0.00033263,0.00048428
130.12886047,0.00029326,0.00052334
130.17654419,0.00027517,0.00044981
130.22422791,0.00025456,0.00030761
130.27191162,0.00024205,0.00014405
130.31959534,0.00036885,0.00010083
130.36727905,0.00021077,0.00010855
130.41496277,0.00247598,0.00018211
130.46264648,0.00642715,0.00021891
130.51033020,0.00547054,0.00029829
130.55801392,0.00126497,0.00052003
130.60569763,0.00231578,0.00042161
130.65338135,0.00351771,0.00012047
130.70106506,0.00228195,0.00002237
130.74874878,0.00056848,0.00007352
130.79643250,0.00015770,0.00009749
130.84411621,0.00026829,0.00028846
130.89179993,0.00051365,0.00049083
130.93948364,0.00080989,0.00060042
130.98716736,0.00081976,0.00048181
131.03485107,0.00056417,0.00031872
131.08253479,0.00042789,0.00008618
131.13021851,0.00023059,0.00012376
131.17790222,0.00020408,0.00013604
131.22558594,0.00026151,0.00017975
131.27326965,0.00043707,0.00013142
131.32095337,0.00045477,0.00017942
131.36863708,0.00928378,0.00027391
131.41632080,0.07307591,0.00081360
131.46400452,0.14482780,0.00178894
131.51168823,0.10456790,0.00153740
131.55937195,0.02351909,0.00044076
131.60705566,0.00017470,0.00021336
131.65473938,0.00031701,0.00037709
131.70242310,0.00047621,0.00039744
131.75010681,0.00022425,0.00025807
131.79779053,0.00009592,0.00005188
131.84547424,0.00013958,0.00022776
131.89315796,0.00013485,0.00045556
131.94084167,0.00037919,0.00043069
131.98852539,0.00045327,0.00038649
132.03620911,0.00027479,0.00036252
132.08389282,0.00013451,0.00027297
132.13157654,0.00011461,0.00012136
132.17926025,0.00024969,0.00006286
132.22694397,0.00373503,0.00019706
132.27462769,0.00850784,0.00032815
132.32231140,0.00681146,0.00036312
132.36999512,0.00203950,0.00029220
132.41767883,0.00499061,0.00026617
132.46536255,0.00765735,0.00025327
132.51304626,0.00447248,0.00011433
132.56072998,0.00080416,0.00027699
132.60841370,0.00009959,0.00035782
132.65609741,0.00011548,0.00045519
132.70378113,0.00001891,0.00044485
132.75146484,0.00020113,0.00021696
132.79914856,0.00034301,0.00021800
132.84683228,0.00027791,0.00047974
132.89451599,0.00018069,0.00035800
132.94219971,0.00017347,0.00019438
132.98988342,0.00009560,0.00034088
133.03756714,0.00027135,0.00022769
133.08525085,0.00038354,0.00011392
133.13293457,0.00030348,0.00006808
133.18061829,0.00015552,0.00031250
133.22830200,0.00108375,0.00041075
133.27598572,0.00175111,0.00039471
133.32366943,0.00108760,0.00043448
133.37135315,0.00036726,0.00027820
133.41903687,0.00028052,0.00004439
133.46672058,0.00033376,0.00028965
133.51440430,0.00026750,0.00041837
133.56208801,0.00009560,0.00028964
133.60977173,0.00026360,0.00032558
133.65745544,0.00022420,0.00030689
133.70513916,0.00018893,0.00014572
133.75282288,0.00025025,0.00024208
133.80050659,0.00036427,0.00012794
133.84819031,0.00029875,0.00015792
133.89587402,0.00017629,0.00033810
133.94355774,0.00021296,0.00024580
133.99124146,0.00023713,0.00009969
134.03892517,0.00042450,0.00011792
134.08660889,0.00096788,0.00018647
134.13429260,0.00055468,0.00025885
134.18197632,0.00290031,0.00006858
134.22966003,0.01218184,0.00010205
134.27734375,0.01745416,0.00011428
134.32502747,0.00932395,0.00025789
134.37271118,0.00084431,0.00028447
134.42039490,0.00191979,0.00019827
134.46807861,0.00206544,0.00023820
134.51576233,0.00057997,0.00059475
134.56344604,0.00037756,0.00049090
134.61112976,0.00053844,0.00007248
134.65881348,0.00041707,0.00033789
134.70649719,0.00017931,0.00024318
134.75418091,0.00020195,0.00008559
134.80186462,0.00021420,0.00019221
134.84954834,0.00031221,0.00032779
134.89723206,0.00036867,0.00020265
134.94491577,0.00028344,0.00007453
134.99259949,0.00051184,0.00036380
135.04028320,0.00332358,0.00035662
135.08796692,0.00538893,0.00025626
135.13565063,0.00325720,0.00023619
135.18333435,0.00572632,0.00020952
135.23101807,0.01914705,0.00026085
135.27870178,0.02300101,0.00021704
135.32638550,0.01014118,0.00026062
135.37406921,0.00128376,0.00027858
135.42175293,0.00037824,0.00013471
135.46943665,0.00032266,0.00007614
135.51712036,0.00028585,0.00034124
135.56480408,0.00010217,0.00043701
135.61248779,0.00020021,0.00036922
135.66017151,0.00015350,0.00031035
135.70785522,0.00018036,0.00034123
135.75553894,0.00012444,0.00029602
135.80322266,0.00018112,0.00005302
135.85090637,0.00013716,0.00020313
135.89859009,0.00005593,0.00024097
135.94627380,0.00019697,0.00012338
135.99395752,0.00045468,0.00024743
136.04164124,0.00209745,0.00040494
136.08932495,0.00284237,0.00033499
136.13700867,0.00139366,0.00015297
136.18469238,0.00058682,0.00015988
136.23237610,0.00128613,0.00037953
136.28005981,0.00106138,0.00030965
136.32774353,0.00014688,0.00008510
136.37542725,0.00013698,0.00004547
136.42311096,0.00014258,0.00010134
136.47079468,0.00014870,0.00016291
136.51847839,0.00046880,0.00004462
136.56616211,0.00060757,0.00031980
136.61384583,0.00036793,0.00043333
136.66152954,0.00018453,0.00031849
136.70921326,0.00045906,0.00031537
136.75689697,0.00056155,0.00036626
136.80458069,0.00044532,0.00024504
136.85226440,0.00014590,0.00017860
136.89994812,0.00037689,0.00039857
136.94763184,0.00135119,0.00025971
136.99531555,0.02934473,0.00013006
137.04299927,0.09545630,0.00055333
137.09068298,0.10516070,0.00066941
137.13836670,0.04108423,0.00038185
137.18605042,0.00439531,0.00020340
137.23373413,0.00366171,0.00036131
137.28141785,0.00280043,0.00035183
137.32910156,0.00085256,0.00014675
137.37678528,0.00001638,0.00010958
137.42446899,0.00022836,0.00017268
137.47215271,0.00025736,0.00011324
137.51983643,0.00034753,0.00019551
137.56752014,0.00047912,0.00011427
137.61520386,0.00054835,0.00017288
137.66288757,0.00060223,0.00004032
137.71057129,0.00043562,0.00028715
137.75825500,0.00026509,0.00046593
137.80593872,0.00012141,0.00035156
137.85362244,0.00100696,0.00022405
137.90130615,0.00141175,0.00023885
137.94898987,0.00067892,0.00028312
137.99667358,0.00055012,0.00018636
138.04435730,0.00172712,0.00019364
138.09204102,0.00156913,0.00026273
138.13972473,0.00035897,0.00019483
138.18740845,0.00023380,0.00002667
138.23509216,0.00038249,0.00006719
138.28277588,0.00042480,0.00016738
138.33045959,0.00031631,0.00034042
138.37814331,0.00042017,0.00034954
138.42582703,0.00044251,0.00029273
138.47351074,0.00015230,0.00024321
138.52119446,0.00009711,0.00012762
138.56887817,0.00027585,0.00011540
138.61656189,0.00035440,0.00024782
138.66424561,0.00023599,0.00021429
138.71192932,0.00011141,0.00034328
138.75961304,0.00023857,0.00054642
138.80729675,0.00141268,0.00035437
138.85498047,0.00420917,0.00004598
138.90266418,0.00432561,0.00001635
138.95034790,0.00205257,0.00017064
138.99803162,0.00473008,0.00016203
139.04571533,0.00907484,0.00032584
139.09339905,0.00656740,0.00013046
139.14108276,0.00148553,0.00021884
139.18876648,0.00014206,0.00017287
139.23645020,0.00016247,0.00013108
139.28413391,0.00019407,0.00024540
139.33181763,0.00020553,0.00031118
139.37950134,0.00018634,0.00019418
139.42718506,0.00014921,0.00014083
139.47486877,0.00007075,0.00023107
139.52255249,0.00006968,0.00017061
139.57023621,0.00017473,0.00023295
139.61791992,0.00020269,0.00033457
139.66560364,0.00031313,0.00018179
139.71328735,0.00043787,0.00008952
139.76097107,0.00006727,0.00021194
139.80865479,0.00350014,0.00030247
139.85633850,0.00820695,0.00016293
139.90402222,0.00663787,0.00021414
139.95170593,0.00137616,0.00047181
139.99938965,0.00282823,0.00053574
140.04707336,0.00431738,0.00038171
140.09475708,0.00276040,0.00020411
140.14244080,0.00071030,0.00022976
140.19012451,0.00016291,0.00023350
140.23780823,0.00022881,0.00030560
140.28549194,0.00045229,0.00045062
140.33317566,0.00060312,0.00039287
140.38085938,0.00055572,0.00024738
140.42854309,0.00035482,0.00011601
140.47622681,0.00018579,0.00010886
140.52391052,0.00009062,0.00008187
140.57159424,0.00003464,0.00020617
140.61927795,0.00010655,0.00015073
140.66696167,0.00009323,0.00004277
140.71464539,0.00022305,0.00016025
140.76232910,0.00749364,0.00026984
140.81001282,0.05278900,0.00059256
140.85769653,0.09824885,0.00083203
140.90538025,0.06685463,0.00035868
140.95306396,0.01383995,0.00009573
141.00074768,0.00005594,0.00020495
141.04843140,0.00022989,0.00019288
141.09611511,0.00046528,0.00012129
141.14379883,0.00029592,0.00012637
141.19148254,0.00007810,0.00027697
141.23916626,0.00015041,0.00039051
141.28684998,0.00021902,0.00037914
141.33453369,0.00036519,0.00010470
141.38221741,0.00039408,0.00018626
141.42990112,0.00012214,0.00017866
141.47758484,0.00013906,0.00035556
141.52526855,0.00024384,0.00031383
141.57295227,0.00063920,0.00013384
141.62063599,0.00429736,0.00004361
141.66831970,0.00867825,0.00028625
141.71600342,0.00646946,0.00045192
141.76368713,0.00193436,0.00028604
141.81137085,0.00517408,0.00004981
141.85905457,0.00755943,0.00016083
141.90673828,0.00415888,0.00008297
141.95442200,0.00064857,0.00019394
142.00210571,0.00016043,0.00030356
142.04978943,0.00025975,0.00031223
142.09747314,0.00005858,0.00026152
142.14515686,0.00017622,0.00021304
142.19284058,0.00015041,0.00013498
142.24052429,0.00005309,0.00019686
142.28820801,0.00019789,0.00033253
142.33589172,0.00033780,0.00026770
142.38357544,0.00021870,0.00007634
142.43125916,0.00011239,0.00020228
142.47894287,0.00019881,0.00023712
142.52662659,0.00025050,0.00002010
142.57431030,0.00085882,0.00019550
142.62199402,0.00395988,0.00022899
142.66967773,0.00636393,0.00022238
142.71736145,0.00384257,0.00018179
142.76504517,0.00108818,0.00014960
142.81272888,0.00169376,0.00014008
142.86041260,0.00178275,0.00013367
142.90809631,0.00066397,0.00016595
142.95578003,0.00028550,0.00012719
143.00346375,0.00028566,0.00011160
143.05114746,0.00010148,0.00029958
143.09883118,0.00014182,0.00037599
143.14651489,0.00039171,0.00025523
143.19419861,0.00037740,0.00022472
143.24188232,0.00021024,0.00031852
143.28956604,0.00022509,0.00039861
143.33724976,0.00018971,0.00055356
143.38493347,0.00008363,0.00053245
143.43261719,0.00052934,0.00023405
143.48030090,0.00097929,0.00023505
143.52798462,0.00057137,0.00021894
143.57566833,0.00276880,0.00017500
143.62335205,0.01155877,0.00022977
143.67103577,0.01569081,0.00056005
143.71871948,0.00780780,0.00043884
143.76640320,0.00042572,0.00025756
143.81408691,0.00186121,0.00024519
143.86177063,0.00197000,0.00012571
143.90945435,0.00063949,0.00021897
143.95713806,0.00015010,0.00048494
144.00482178,0.00020000,0.00044448
144.05250549,0.00006937,0.00027601
144.10018921,0.00031593,0.00014102
144.14787292,0.00027291,0.00025266
144.19555664,0.00006567,0.00013301
144.24324036,0.00016619,0.00011396
144.29092407,0.00022129,0.00008488
144.33860779,0.00028375,0.00014939
144.38629150,0.00063368,0.00016783
144.43397522,0.00398633,0.00031854
144.48165894,0.00617680,0.00022439
144.52934265,0.00363220,0.00009603
144.57702637,0.00715567,0.00013999
144.62471008,0.02271127,0.00025290
144.67239380,0.02568546,0.00020885
144.72007751,0.01046822,0.00006975
144.76776123,0.00107786,0.00002334
144.81544495,0.00025700,0.00010291
144.86312866,0.00014275,0.00023057
144.91081238,0.00017008,0.00027998
144.95849609,0.00012993,0.00013330
145.00617981,0.00018872,0.00019368
145.05386353,0.00012087,0.00039219
145.10154724,0.00004505,0.00038806
145.14923096,0.00011406,0.00028635
145.19691467,0.00020784,0.00010948
145.24459839,0.00016356,0.00010234
145.29228210,0.00006985,0.00016264
145.33996582,0.00029727,0.00016219
145.38764954,0.00017637,0.00032690
145.43533325,0.00123088,0.00026661
145.48301697,0.00158050,0.00021180
145.53070068,0.00062699,0.00035815
145.57838440,0.00060814,0.00031325
145.62606812,0.00120442,0.00019102
145.67375183,0.00096595,0.00018870
145.72143555,0.00022651,0.00015101
145.76911926,0.00015127,0.00011449
145.81680298,0.00033094,0.00029671
145.86448669,0.00019845,0.00062105
145.91217041,0.00043740,0.00062249
145.95985413,0.00051127,0.00042994
146.00753784,0.00021152,0.00036521
146.05522156,0.00013790,0.00029502
146.10290527,0.00049365,0.00026766
146.15058899,0.00049088,0.00028964
146.19827271,0.00040677,0.00042294
146.24595642,0.00029373,0.00026253
146.29364014,0.00024217,0.00019264
146.34132385,0.00174472,0.00030647
146.38900757,0.03495249,0.00043280
146.43669128,0.10560690,0.00076053
146.48437500,0.10960910,0.00089143
146.53205872,0.03989746,0.00057659
146.57974243,0.00388957,0.00037205
146.62742615,0.00361866,0.00027408
146.67510986,0.00256637,0.00007060
146.72279358,0.00059975,0.00042685
146.77047729,0.00021143,0.00057108
146.81816101,0.00028641,0.00035458
146.86584473,0.00039827,0.00017485
146.91352844,0.00044764,0.00021248
146.96121216,0.00050626,0.00028682
147.00889587,0.00059230,0.00015314
147.05657959,0.00070521,0.00010100
147.10426331,0.00054143,0.00031982
147.15194702,0.00032751,0.00035988
147.19963074,0.00044604,0.00033208
147.24731445,0.00175157,0.00026839
147.29499817,0.00208741,0.00008906
147.34268188,0.00070303,0.00028755
147.39036560,0.00177811,0.00020786
147.43804932,0.00422606,0.00009340
147.48573303,0.00351429,0.00014114
147.53341675,0.00093462,0.00016615
147.58110046,0.00020235,0.00005805
147.62878418,0.00028680,0.00008529
